County,Data Generation Date,OSHPD Project Status,Total Costs of OSHPD Projects,Number of OSHPD Projects,Collection of Counties
48 - Solano,10/8/2013,Pending Construction,$9788515.00,12,Bay Area Counties
48 - Solano,10/8/2013,In Construction,$42042209.13,30,Bay Area Counties
48 - Solano,10/8/2013,In Closure,$31418524.00,17,Bay Area Counties
49 - Sonoma,10/8/2013,In Review,$31381318.60,14,Bay Area Counties
49 - Sonoma,10/8/2013,Pending Construction,$6376395.00,24,Bay Area Counties
49 - Sonoma,10/8/2013,In Construction,$132633275.30,45,Bay Area Counties
49 - Sonoma,10/8/2013,In Closure,$32737034.30,18,Bay Area Counties
50 - Stanislaus,10/8/2013,In Review,$24530158.00,18,
50 - Stanislaus,10/8/2013,Pending Construction,$5015927.00,19,
50 - Stanislaus,10/8/2013,In Construction,$65346519.66,39,
50 - Stanislaus,10/8/2013,In Closure,$27886492.48,48,
51 - Sutter,10/8/2013,In Review,$12684000.00,3,
51 - Sutter,10/8/2013,Pending Construction,$52033.00,3,
51 - Sutter,10/8/2013,In Construction,$30500.00,2,
51 - Sutter,10/8/2013,In Closure,$23000.00,1,
52 - Tehama,10/8/2013,In Review,$359700.00,2,
52 - Tehama,10/8/2013,Pending Construction,$414500.00,6,
52 - Tehama,10/8/2013,In Construction,$1809800.00,4,
52 - Tehama,10/8/2013,In Closure,$0.00,0,
53 - Trinity,10/8/2013,In Review,$8200.00,2,
53 - Trinity,10/8/2013,Pending Construction,$13200.00,2,
53 - Trinity,10/8/2013,In Construction,$313838.00,1,
53 - Trinity,10/8/2013,In Closure,$0.00,0,
54 - Tulare,10/8/2013,In Review,$33777068.00,16,
54 - Tulare,10/8/2013,Pending Construction,$1567698.29,4,
54 - Tulare,10/8/2013,In Construction,$83883087.00,11,
54 - Tulare,10/8/2013,In Closure,$6858222.98,31,
55 - Tuolumne,10/8/2013,In Review,$8000.00,1,
55 - Tuolumne,10/8/2013,Pending Construction,$1007100.00,6,
55 - Tuolumne,10/8/2013,In Construction,$634000.00,4,
55 - Tuolumne,10/8/2013,In Closure,$1203773.91,14,
56 - Ventura,10/8/2013,In Review,$235177920.66,35,Greater Los Angeles Counties
56 - Ventura,10/8/2013,Pending Construction,$32449356.33,36,Greater Los Angeles Counties
56 - Ventura,10/8/2013,In Construction,$375407499.00,65,Greater Los Angeles Counties
56 - Ventura,10/8/2013,In Closure,$30244225.00,53,Greater Los Angeles Counties
57 - Yolo,10/8/2013,In Review,$683540.00,5,Greater Sacramento Counties
57 - Yolo,10/8/2013,Pending Construction,$584000.00,3,Greater Sacramento Counties
57 - Yolo,10/8/2013,In Construction,$1483044.00,7,Greater Sacramento Counties
57 - Yolo,10/8/2013,In Closure,$63505.00,3,Greater Sacramento Counties
58 - Yuba,10/8/2013,In Review,$31461706.50,1,
58 - Yuba,10/8/2013,Pending Construction,$32194189.50,3,
58 - Yuba,10/8/2013,In Construction,$68363126.00,5,
58 - Yuba,10/8/2013,In Closure,$446592.00,4,
01 - Alameda,10/31/2013,In Review,$45409835.00,50,Bay Area Counties
01 - Alameda,10/31/2013,Pending Construction,$569364370.28,119,Bay Area Counties
01 - Alameda,10/31/2013,In Construction,$1263710158.63,182,Bay Area Counties
01 - Alameda,10/31/2013,In Closure,$71827633.86,79,Bay Area Counties
02 - Alpine,10/31/2013,In Review,$0.00,0,
02 - Alpine,10/31/2013,Pending Construction,$0.00,0,
02 - Alpine,10/31/2013,In Construction,$0.00,0,
02 - Alpine,10/31/2013,In Closure,$0.00,0,
03 - Amador,10/31/2013,In Review,$1610809.00,2,
03 - Amador,10/31/2013,Pending Construction,$0.00,0,
03 - Amador,10/31/2013,In Construction,$1838095.00,9,
03 - Amador,10/31/2013,In Closure,$0.00,0,
04 - Butte,10/31/2013,In Review,$6216107.00,10,
04 - Butte,10/31/2013,Pending Construction,$2182000.00,8,
04 - Butte,10/31/2013,In Construction,$90624945.00,13,
04 - Butte,10/31/2013,In Closure,$922211.00,7,
05 - Calaveras,10/31/2013,In Review,$45000.00,1,
05 - Calaveras,10/31/2013,Pending Construction,$51500.00,2,
05 - Calaveras,10/31/2013,In Construction,$0.00,0,
05 - Calaveras,10/31/2013,In Closure,$168991.00,1,
06 - Colusa,10/31/2013,In Review,$15000.00,1,
06 - Colusa,10/31/2013,Pending Construction,$26951.00,2,
06 - Colusa,10/31/2013,In Construction,$0.00,0,
06 - Colusa,10/31/2013,In Closure,$0.00,0,
07 - Contra Costa,10/31/2013,In Review,$18949040.00,27,Bay Area Counties
07 - Contra Costa,10/31/2013,Pending Construction,$18542516.00,42,Bay Area Counties
07 - Contra Costa,10/31/2013,In Construction,$37518864.98,59,Bay Area Counties
07 - Contra Costa,10/31/2013,In Closure,$4910047.00,18,Bay Area Counties
08 - Del Norte,10/31/2013,In Review,$0.00,0,
08 - Del Norte,10/31/2013,Pending Construction,$0.00,0,
08 - Del Norte,10/31/2013,In Construction,$6763431.00,5,
08 - Del Norte,10/31/2013,In Closure,$262211.00,1,
09 - El Dorado,10/31/2013,In Review,$11759315.00,6,Greater Sacramento Counties
09 - El Dorado,10/31/2013,Pending Construction,$12500.00,1,Greater Sacramento Counties
09 - El Dorado,10/31/2013,In Construction,$12210865.00,6,Greater Sacramento Counties
09 - El Dorado,10/31/2013,In Closure,$23367713.00,4,Greater Sacramento Counties
10 - Fresno,10/31/2013,In Review,$38504132.71,39,
10 - Fresno,10/31/2013,Pending Construction,$9572508.00,34,
10 - Fresno,10/31/2013,In Construction,$237304837.93,78,
10 - Fresno,10/31/2013,In Closure,$19127325.99,89,
11 - Glenn,10/31/2013,In Review,$0.00,0,
11 - Glenn,10/31/2013,Pending Construction,$0.00,0,
11 - Glenn,10/31/2013,In Construction,$224685.00,1,
11 - Glenn,10/31/2013,In Closure,$10000.00,1,
12 - Humboldt,10/31/2013,In Review,$5420000.00,9,
12 - Humboldt,10/31/2013,Pending Construction,$1456000.00,6,
12 - Humboldt,10/31/2013,In Construction,$88223714.00,15,
12 - Humboldt,10/31/2013,In Closure,$268300.00,4,
13 - Imperial,10/31/2013,In Review,$6035000.00,2,
13 - Imperial,10/31/2013,Pending Construction,$1305063.00,4,
13 - Imperial,10/31/2013,In Construction,$98000.00,2,
13 - Imperial,10/31/2013,In Closure,$508711.00,2,
14 - Inyo,10/31/2013,In Review,$0.00,0,
14 - Inyo,10/31/2013,Pending Construction,$39903.00,2,
14 - Inyo,10/31/2013,In Construction,$9300.00,2,
14 - Inyo,10/31/2013,In Closure,$42165810.54,4,
15 - Kern,10/31/2013,In Review,$7412464.00,20,
15 - Kern,10/31/2013,Pending Construction,$1313709.00,16,
15 - Kern,10/31/2013,In Construction,$67076722.00,33,
15 - Kern,10/31/2013,In Closure,$18486899.90,38,
16 - Kings,10/31/2013,In Review,$440000.00,6,
16 - Kings,10/31/2013,Pending Construction,$28270000.00,7,
16 - Kings,10/31/2013,In Construction,$318722.00,6,
16 - Kings,10/31/2013,In Closure,$715484.13,12,
17 - Lake,10/31/2013,In Review,$243000.00,2,
17 - Lake,10/31/2013,Pending Construction,$167500.00,3,
17 - Lake,10/31/2013,In Construction,$5716410.23,16,
17 - Lake,10/31/2013,In Closure,$22628.04,1,
18 - Lassen,10/31/2013,In Review,$326000.00,1,
18 - Lassen,10/31/2013,Pending Construction,$145120.00,1,
18 - Lassen,10/31/2013,In Construction,$1164643.00,9,
18 - Lassen,10/31/2013,In Closure,$0.00,0,
19 - Los Angeles,10/31/2013,In Review,$518443508.18,410,Greater Los Angeles Counties
19 - Los Angeles,10/31/2013,Pending Construction,$208788095.48,506,Greater Los Angeles Counties
19 - Los Angeles,10/31/2013,In Construction,$2319040139.70,855,Greater Los Angeles Counties
19 - Los Angeles,10/31/2013,In Closure,$561844975.66,677,Greater Los Angeles Counties
20 - Madera,10/31/2013,In Review,$695954.00,1,
20 - Madera,10/31/2013,Pending Construction,$25000.00,1,
20 - Madera,10/31/2013,In Construction,$4947508.00,21,
20 - Madera,10/31/2013,In Closure,$15973640.85,21,
21 - Marin,10/31/2013,In Review,$178947915.00,18,Bay Area Counties
21 - Marin,10/31/2013,Pending Construction,$44770375.00,11,Bay Area Counties
21 - Marin,10/31/2013,In Construction,$25346899.00,20,Bay Area Counties
21 - Marin,10/31/2013,In Closure,$4671837.00,11,Bay Area Counties
22 - Mariposa,10/31/2013,In Review,$0.00,0,
22 - Mariposa,10/31/2013,Pending Construction,$0.00,0,
22 - Mariposa,10/31/2013,In Construction,$0.00,0,
22 - Mariposa,10/31/2013,In Closure,$0.00,0,
23 - Mendocino,10/31/2013,In Review,$3596175.00,8,
23 - Mendocino,10/31/2013,Pending Construction,$16013000.00,5,
23 - Mendocino,10/31/2013,In Construction,$2246074.00,13,
23 - Mendocino,10/31/2013,In Closure,$37709600.00,6,
24 - Merced,10/31/2013,In Review,$233600.00,4,
24 - Merced,10/31/2013,Pending Construction,$242700.00,4,
24 - Merced,10/31/2013,In Construction,$12965854.00,4,
24 - Merced,10/31/2013,In Closure,$341860.20,5,
25 - Modoc,10/31/2013,In Review,$0.00,0,
25 - Modoc,10/31/2013,Pending Construction,$12500.00,1,
25 - Modoc,10/31/2013,In Construction,$0.00,0,
25 - Modoc,10/31/2013,In Closure,$0.00,0,
26 - Mono,10/31/2013,In Review,$190794.00,2,
26 - Mono,10/31/2013,Pending Construction,$0.00,0,
26 - Mono,10/31/2013,In Construction,$13000.00,4,
26 - Mono,10/31/2013,In Closure,$533972.00,2,
27 - Monterey,10/31/2013,In Review,$1941290.00,9,
27 - Monterey,10/31/2013,Pending Construction,$1483276.00,13,
27 - Monterey,10/31/2013,In Construction,$36485171.00,20,
27 - Monterey,10/31/2013,In Closure,$4644729.00,19,
28 - Napa,10/31/2013,In Review,$1035000.00,5,Bay Area Counties
28 - Napa,10/31/2013,Pending Construction,$669298.00,6,Bay Area Counties
28 - Napa,10/31/2013,In Construction,$34384230.00,13,Bay Area Counties
28 - Napa,10/31/2013,In Closure,$50549387.76,22,Bay Area Counties
29 - Nevada,10/31/2013,In Review,$15462056.00,6,
29 - Nevada,10/31/2013,Pending Construction,$3819556.00,4,
29 - Nevada,10/31/2013,In Construction,$30359994.00,21,
29 - Nevada,10/31/2013,In Closure,$0.00,0,
30 - Orange,10/31/2013,In Review,$24759361.33,72,Greater Los Angeles Counties
30 - Orange,10/31/2013,Pending Construction,$37318492.33,71,Greater Los Angeles Counties
30 - Orange,10/31/2013,In Construction,$286587802.14,143,Greater Los Angeles Counties
30 - Orange,10/31/2013,In Closure,$322055635.51,199,Greater Los Angeles Counties
31 - Placer,10/31/2013,In Review,$8997190.00,9,Greater Sacramento Counties
31 - Placer,10/31/2013,Pending Construction,$694000.00,6,Greater Sacramento Counties
31 - Placer,10/31/2013,In Construction,$56976629.80,18,Greater Sacramento Counties
31 - Placer,10/31/2013,In Closure,$76386793.61,17,Greater Sacramento Counties
32 - Plumas,10/31/2013,In Review,$45441.00,2,
32 - Plumas,10/31/2013,Pending Construction,$83000.00,2,
32 - Plumas,10/31/2013,In Construction,$85900.00,2,
32 - Plumas,10/31/2013,In Closure,$0.00,0,
33 - Riverside,10/31/2013,In Review,$307874634.72,71,
33 - Riverside,10/31/2013,Pending Construction,$136139194.00,67,
33 - Riverside,10/31/2013,In Construction,$142562559.63,123,
33 - Riverside,10/31/2013,In Closure,$61303344.27,110,
34 - Sacramento,10/31/2013,In Review,$47671930.00,37,Greater Sacramento Counties
34 - Sacramento,10/31/2013,Pending Construction,$93304887.00,39,Greater Sacramento Counties
34 - Sacramento,10/31/2013,In Construction,$266714209.86,127,Greater Sacramento Counties
34 - Sacramento,10/31/2013,In Closure,$106858864.62,51,Greater Sacramento Counties
35 - San Benito,10/31/2013,In Review,$0.00,0,
35 - San Benito,10/31/2013,Pending Construction,$0.00,0,
35 - San Benito,10/31/2013,In Construction,$14215455.00,4,
35 - San Benito,10/31/2013,In Closure,$252000.00,2,
36 - San Bernardino,10/31/2013,In Review,$683636244.53,42,
36 - San Bernardino,10/31/2013,Pending Construction,$15640664.78,48,
36 - San Bernardino,10/31/2013,In Construction,$201245550.25,119,
36 - San Bernardino,10/31/2013,In Closure,$177268881.29,77,
37 - San Diego,10/31/2013,In Review,$509569535.70,120,
37 - San Diego,10/31/2013,Pending Construction,$113287340.66,112,
37 - San Diego,10/31/2013,In Construction,$620160162.09,207,
37 - San Diego,10/31/2013,In Closure,$446284663.22,228,
38 - San Francisco,10/31/2013,In Review,$919625973.31,62,Bay Area Counties
38 - San Francisco,10/31/2013,Pending Construction,$482606378.11,61,Bay Area Counties
38 - San Francisco,10/31/2013,In Construction,$1039723884.22,132,Bay Area Counties
38 - San Francisco,10/31/2013,In Closure,$290313873.35,98,Bay Area Counties
39 - San Joaquin,10/31/2013,In Review,$4934549.80,23,
39 - San Joaquin,10/31/2013,Pending Construction,$90691420.00,31,
39 - San Joaquin,10/31/2013,In Construction,$24619644.58,45,
39 - San Joaquin,10/31/2013,In Closure,$18770078.44,17,
40 - San Luis Obispo,10/31/2013,In Review,$2903415.00,12,
40 - San Luis Obispo,10/31/2013,Pending Construction,$1539721.80,13,
40 - San Luis Obispo,10/31/2013,In Construction,$4703570.10,14,
40 - San Luis Obispo,10/31/2013,In Closure,$9639964.02,31,
41 - San Mateo,10/31/2013,In Review,$74115764.16,27,Bay Area Counties
41 - San Mateo,10/31/2013,Pending Construction,$40621929.46,29,Bay Area Counties
41 - San Mateo,10/31/2013,In Construction,$348313670.95,65,Bay Area Counties
41 - San Mateo,10/31/2013,In Closure,$66382812.79,44,Bay Area Counties
42 - Santa Barbara,10/31/2013,In Review,$10363000.00,14,
42 - Santa Barbara,10/31/2013,Pending Construction,$81426413.40,23,
42 - Santa Barbara,10/31/2013,In Construction,$296429291.83,35,
42 - Santa Barbara,10/31/2013,In Closure,$95427783.79,23,
43 - Santa Clara,10/31/2013,In Review,$713665546.86,73,Bay Area Counties
43 - Santa Clara,10/31/2013,Pending Construction,$64901105.00,62,Bay Area Counties
43 - Santa Clara,10/31/2013,In Construction,$928177745.90,160,Bay Area Counties
43 - Santa Clara,10/31/2013,In Closure,$95076342.95,130,Bay Area Counties
44 - Santa Cruz,10/31/2013,In Review,$11340229.00,8,
44 - Santa Cruz,10/31/2013,Pending Construction,$145671.00,7,
44 - Santa Cruz,10/31/2013,In Construction,$3814331.99,20,
44 - Santa Cruz,10/31/2013,In Closure,$9878627.50,15,
45 - Shasta,10/31/2013,In Review,$24118645.00,18,
45 - Shasta,10/31/2013,Pending Construction,$2108028.00,15,
45 - Shasta,10/31/2013,In Construction,$5229507.81,18,
45 - Shasta,10/31/2013,In Closure,$9013286.00,4,
46 - Sierra,10/31/2013,In Review,$0.00,0,
46 - Sierra,10/31/2013,Pending Construction,$0.00,0,
46 - Sierra,10/31/2013,In Construction,$0.00,0,
46 - Sierra,10/31/2013,In Closure,$0.00,0,
47 - Siskiyou,10/31/2013,In Review,$10000.00,1,
47 - Siskiyou,10/31/2013,Pending Construction,$726700.00,3,
47 - Siskiyou,10/31/2013,In Construction,$1090562.07,7,
47 - Siskiyou,10/31/2013,In Closure,$60000.00,2,
48 - Solano,10/31/2013,In Review,$3834399.00,13,Bay Area Counties
48 - Solano,10/31/2013,Pending Construction,$10073105.00,12,Bay Area Counties
48 - Solano,10/31/2013,In Construction,$42060213.13,30,Bay Area Counties
48 - Solano,10/31/2013,In Closure,$31650416.00,19,Bay Area Counties
49 - Sonoma,10/31/2013,In Review,$30909318.60,13,Bay Area Counties
49 - Sonoma,10/31/2013,Pending Construction,$6849255.00,23,Bay Area Counties
49 - Sonoma,10/31/2013,In Construction,$131977564.30,44,Bay Area Counties
49 - Sonoma,10/31/2013,In Closure,$33643426.30,19,Bay Area Counties
50 - Stanislaus,10/31/2013,In Review,$25318158.00,17,
50 - Stanislaus,10/31/2013,Pending Construction,$5173927.00,20,
50 - Stanislaus,10/31/2013,In Construction,$65268660.66,36,
50 - Stanislaus,10/31/2013,In Closure,$27352949.97,41,
51 - Sutter,10/31/2013,In Review,$12654500.00,3,
51 - Sutter,10/31/2013,Pending Construction,$80683.00,3,
51 - Sutter,10/31/2013,In Construction,$26850.00,2,
51 - Sutter,10/31/2013,In Closure,$23000.00,1,
52 - Tehama,10/31/2013,In Review,$359700.00,2,
52 - Tehama,10/31/2013,Pending Construction,$414500.00,6,
52 - Tehama,10/31/2013,In Construction,$1809800.00,4,
52 - Tehama,10/31/2013,In Closure,$0.00,0,
53 - Trinity,10/31/2013,In Review,$8200.00,2,
53 - Trinity,10/31/2013,Pending Construction,$13200.00,2,
53 - Trinity,10/31/2013,In Construction,$409272.00,1,
53 - Trinity,10/31/2013,In Closure,$0.00,0,
54 - Tulare,10/31/2013,In Review,$34707400.00,16,
54 - Tulare,10/31/2013,Pending Construction,$2600766.29,7,
54 - Tulare,10/31/2013,In Construction,$83883087.00,11,
54 - Tulare,10/31/2013,In Closure,$6151336.26,25,
55 - Tuolumne,10/31/2013,In Review,$8000.00,1,
55 - Tuolumne,10/31/2013,Pending Construction,$1007100.00,6,
55 - Tuolumne,10/31/2013,In Construction,$634000.00,4,
55 - Tuolumne,10/31/2013,In Closure,$1176273.91,12,
56 - Ventura,10/31/2013,In Review,$235049632.66,42,Greater Los Angeles Counties
56 - Ventura,10/31/2013,Pending Construction,$29541356.33,34,Greater Los Angeles Counties
56 - Ventura,10/31/2013,In Construction,$374855499.00,67,Greater Los Angeles Counties
56 - Ventura,10/31/2013,In Closure,$34663225.00,55,Greater Los Angeles Counties
57 - Yolo,10/31/2013,In Review,$745911.00,6,Greater Sacramento Counties
57 - Yolo,10/31/2013,Pending Construction,$584000.00,3,Greater Sacramento Counties
57 - Yolo,10/31/2013,In Construction,$1487144.00,8,Greater Sacramento Counties
57 - Yolo,10/31/2013,In Closure,$59405.00,2,Greater Sacramento Counties
58 - Yuba,10/31/2013,In Review,$31462206.50,2,
58 - Yuba,10/31/2013,Pending Construction,$32194189.50,3,
58 - Yuba,10/31/2013,In Construction,$68363126.00,5,
58 - Yuba,10/31/2013,In Closure,$446592.00,4,
01 - Alameda,11/14/2013,In Review,$37919835.00,46,Bay Area Counties
01 - Alameda,11/14/2013,Pending Construction,$409243809.28,123,Bay Area Counties
01 - Alameda,11/14/2013,In Construction,$1473794711.63,184,Bay Area Counties
01 - Alameda,11/14/2013,In Closure,$71666736.80,74,Bay Area Counties
02 - Alpine,11/14/2013,In Review,$0.00,0,
02 - Alpine,11/14/2013,Pending Construction,$0.00,0,
02 - Alpine,11/14/2013,In Construction,$0.00,0,
02 - Alpine,11/14/2013,In Closure,$0.00,0,
03 - Amador,11/14/2013,In Review,$1293951.00,1,
03 - Amador,11/14/2013,Pending Construction,$316858.00,1,
03 - Amador,11/14/2013,In Construction,$1838095.00,9,
03 - Amador,11/14/2013,In Closure,$0.00,0,
04 - Butte,11/14/2013,In Review,$6216107.00,10,
04 - Butte,11/14/2013,Pending Construction,$2182000.00,8,
04 - Butte,11/14/2013,In Construction,$90624945.00,13,
04 - Butte,11/14/2013,In Closure,$922211.00,7,
05 - Calaveras,11/14/2013,In Review,$45000.00,1,
05 - Calaveras,11/14/2013,Pending Construction,$51500.00,2,
05 - Calaveras,11/14/2013,In Construction,$0.00,0,
05 - Calaveras,11/14/2013,In Closure,$168991.00,1,
06 - Colusa,11/14/2013,In Review,$15000.00,1,
06 - Colusa,11/14/2013,Pending Construction,$25000.00,1,
06 - Colusa,11/14/2013,In Construction,$1951.00,1,
06 - Colusa,11/14/2013,In Closure,$0.00,0,
07 - Contra Costa,11/14/2013,In Review,$17827243.00,23,Bay Area Counties
07 - Contra Costa,11/14/2013,Pending Construction,$19663813.00,46,Bay Area Counties
07 - Contra Costa,11/14/2013,In Construction,$37597941.98,57,Bay Area Counties
07 - Contra Costa,11/14/2013,In Closure,$4951070.00,21,Bay Area Counties
08 - Del Norte,11/14/2013,In Review,$0.00,0,
08 - Del Norte,11/14/2013,Pending Construction,$0.00,0,
08 - Del Norte,11/14/2013,In Construction,$6763431.00,5,
08 - Del Norte,11/14/2013,In Closure,$262211.00,1,
09 - El Dorado,11/14/2013,In Review,$11759315.00,6,Greater Sacramento Counties
09 - El Dorado,11/14/2013,Pending Construction,$12500.00,1,Greater Sacramento Counties
09 - El Dorado,11/14/2013,In Construction,$12210865.00,6,Greater Sacramento Counties
09 - El Dorado,11/14/2013,In Closure,$23367713.00,4,Greater Sacramento Counties
10 - Fresno,11/14/2013,In Review,$38519132.71,40,
10 - Fresno,11/14/2013,Pending Construction,$9320008.00,32,
10 - Fresno,11/14/2013,In Construction,$237789742.93,80,
10 - Fresno,11/14/2013,In Closure,$16278368.08,70,
11 - Glenn,11/14/2013,In Review,$0.00,0,
11 - Glenn,11/14/2013,Pending Construction,$0.00,0,
11 - Glenn,11/14/2013,In Construction,$224685.00,1,
11 - Glenn,11/14/2013,In Closure,$10000.00,1,
12 - Humboldt,11/14/2013,In Review,$5420000.00,9,
12 - Humboldt,11/14/2013,Pending Construction,$1456000.00,6,
12 - Humboldt,11/14/2013,In Construction,$88223714.00,15,
12 - Humboldt,11/14/2013,In Closure,$268300.00,4,
13 - Imperial,11/14/2013,In Review,$6035000.00,2,
13 - Imperial,11/14/2013,Pending Construction,$1305063.00,4,
13 - Imperial,11/14/2013,In Construction,$98000.00,2,
13 - Imperial,11/14/2013,In Closure,$508711.00,2,
14 - Inyo,11/14/2013,In Review,$0.00,0,
14 - Inyo,11/14/2013,Pending Construction,$39903.00,2,
14 - Inyo,11/14/2013,In Construction,$9300.00,2,
14 - Inyo,11/14/2013,In Closure,$42165810.54,4,
15 - Kern,11/14/2013,In Review,$7413089.00,20,
15 - Kern,11/14/2013,Pending Construction,$1256709.00,14,
15 - Kern,11/14/2013,In Construction,$67140597.00,35,
15 - Kern,11/14/2013,In Closure,$16389826.66,28,
16 - Kings,11/14/2013,In Review,$440000.00,6,
16 - Kings,11/14/2013,Pending Construction,$28270000.00,7,
16 - Kings,11/14/2013,In Construction,$318722.00,6,
16 - Kings,11/14/2013,In Closure,$580626.00,11,
17 - Lake,11/14/2013,In Review,$243000.00,2,
17 - Lake,11/14/2013,Pending Construction,$131500.00,3,
